"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00205816","1917","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     90.5","","      90.5","0","","","","","","","","","","","        42","0","       207","0","       112","0","        62","0","         6","0","","","","","  -29.4","0,0212, ","","","","","","","   35.0","0,0729, ","0.0","0,0907","-2.2","0,1008","-4.4","0,1022","-6.7","0,1023","-9.4","0,1122","-1.1","0,0602","-2.2","0,0504","-5.6","0,0424","-6.7","0,0415","-8.9","0,0413","    5485.8","8","    5485.8","0","","","","","      2.58","0","      7.48","0","     -2.32","0"
"USC00205816","1918","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     78.7","","      78.7","0","","","","","","","","","","","        32","0","       170","0","        81","0","        72","0","         1","0","","","","","  -32.8","0,0205, ","","","","","","","   32.2","0,0721, ","0.0","0,0927","-2.8","0,1114","-5.6","0,1122","-7.8","0,1123","-9.4","0,1130","-3.3","0,0515","-3.3","0,0515","-4.4","0,0424","-7.8","0,0420","-9.4","0,0409","    5498.5","5","    5498.5","0","","","","","      4.33","0","      9.37","0","     -0.70","0"
"USC00205816","1919","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    229.4","","     229.4","0","","","","","","","","","","","        15","0","       186","0","        87","0","       103","0","        10","0","","","","","  -30.0","0,1217, ","","","","","","","   33.9","0,0702, ","-1.1","0,1007","-2.2","0,1012","-5.0","0,1105","-7.8","0,1112","-10.0","0,1113","-0.6","0,0509","-2.2","0,0506","-5.6","0,0426","-6.7","0,0402","-11.7","0,0401","    4572.2","2","    4572.2","0","","","","","      5.74","0","     10.76","0","      0.72","0"
"USC00205816","1920","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     88.7","","      88.7","0","","","","","","","","","","","        41","0","       181","0","       102","0","        99","0","         0","0","","","","","  -30.0","0,0125, ","","","","","","","   30.6","0,0810, ","-1.1","0,0919","-3.9","0,1029","-8.9","0,1110","-8.9","0,1110","-8.9","0,1110","-1.1","0,0515","-3.3","0,0514","-4.4","0,0430","-9.4","0,0412","-9.4","0,0412","    5402.0","0","    5402.0","0","","","","","      4.70","0","      9.83","0","     -0.42","0"
"USC00205816","1921","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    284.4","","     284.4","0","","","","","","","","","","","         7","0","       173","0","        86","0","       101","0","        17","0","","","","","  -22.8","0,0125, ","","","","","","","   36.7","0,0706,+","-2.2","0,1004","-2.2","0,1004","-5.0","0,1106","-7.2","0,1109","-10.0","0,1122","-1.7","0,0516","-3.9","0,0515","-5.0","0,0417","-7.2","0,0416","-10.6","0,0401","    4364.4","4","    4364.4","0","","","","","      6.72","0","     11.67","0","      1.77","0"
"USC00205816","1922","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    101.7","","     101.7","0","","","","","","","","","","","        24","0","       177","0","        80","0","        95","0","         2","0","","","","","  -25.0","0,0216, ","","","","","","","   33.3","0,0816, ","0.0","0,0925","-2.2","0,1009","-5.6","0,1018","-7.8","0,1020","-8.9","0,1202","0.0","0,0626","-4.4","0,0507","-4.4","0,0507","-7.8","0,0421","-11.1","0,0329","    4601.8","8","    4601.8","0","","","","","      5.46","0","     10.58","0","      0.33","0"
"USC00205816","1923","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    106.0","","     106.0","0","","","","","","","","","","","        32","0","       183","0","        96","0","        90","0","         4","0","","","","","  -30.0","0,0204, ","","","","","","","   34.4","0,0719, ","-0.6","0,0913","-3.9","0,1007","-5.6","0,1031","-7.2","0,1122","-9.4","0,1213","0.0","0,0517","-6.1","0,0513","-6.1","0,0513","-17.8","0,0504","-17.8","0,0504","    5188.0","0","    5188.0","0","","","","","      4.57","0","      9.93","0","     -0.80","0"
"USC00205816","1924","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     40.7","","      40.7","0","","","","","","","","","","","        29","0","       178","0","       106","0","        69","0","         0","0","","","","","  -28.3","0,1228, ","","","","","","","   29.4","0,0829, ","-1.1","0,0924","-2.8","0,1022","-6.1","0,1103","-6.7","0,1108","-9.4","0,1112","0.0","0,0529","-3.9","0,0520","-4.4","0,0503","-8.3","0,0412","-10.0","0,0402","    4981.0","0","    4981.0","0","","","","","      3.84","0","      8.91","0","     -1.23","0"
"USC00205816","1925","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    101.2","","     101.2","0","","","","","","","","","","","        21","0","       192","0","       100","0","        84","0","         0","0","","","","","  -28.3","0,0127, ","","","","","","","   31.1","0,0817,+","-2.2","0,0925","-2.2","0,0925","-5.6","0,1027","-7.2","0,1028","-9.4","0,1029","-2.8","0,0610","-2.8","0,0610","-7.2","0,0524","-7.2","0,0524","-11.1","0,0328","    5054.8","8","    5054.8","0","","","","","      4.51","0","      9.62","0","     -0.59","0"
"USC00205816","1926","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     47.7","","      47.7","0","","","","","","","","","","","        25","0","       192","0","       117","0","        75","0","         1","0","","","","","  -27.8","0,1215, ","","","","","","","   32.2","0,0828, ","-2.8","0,0926","-2.8","0,0926","-5.0","0,1008","-8.9","0,1110","-8.9","0,1110","-4.4","0,0520","-4.4","0,0520","-4.4","0,0520","-10.6","0,0419","-10.6","0,0419","    5274.4","4","    5274.4","0","","","","","      3.53","0","      8.35","0","     -1.29","0"
"USC00205816","1927","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     60.7","","      60.7","0","","","","","","","","","","","        16","0","       172","0","        81","0","        78","0","         1","0","","","","","  -34.4","0,0126, ","","","","","","","   32.2","0,0701, ","0.0","0,1010","-2.2","0,1019","-4.4","0,1104","-6.7","0,1106","-10.0","0,1107","0.0","0,0601","-5.6","0,0425","-5.6","0,0425","-6.7","0,0407","-10.0","0,0328","    5048.5","5","    5048.5","0","","","","","      4.93","0","      9.92","0","     -0.06","0"
"USC00205816","1928","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     74.3","","      74.3","0","","","","","","","","","","","        18","0","       172","0","        85","0","        74","0","         1","0","","","","","  -30.0","0,0225, ","","","","","","","   32.2","0,0708, ","-1.1","0,0925","-2.8","0,1026","-4.4","0,1030","-7.8","0,1105","-8.9","0,1125","-4.4","0,0615","-4.4","0,0615","-4.4","0,0615","-11.1","0,0420","-11.1","0,0420","    5106.4","4","    5106.4","0","","","","","      4.67","0","      9.45","0","     -0.11","0"
"USC00205816","1929","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     85.0","","      85.0","0","","","","","","","","","","","        34","0","       195","0","       103","0","        73","0","         1","0","","","","","  -27.8","0,0219,+","","","","","","","   32.8","0,0727, ","0.0","0,0918","-2.8","0,1009","-5.0","0,1114","-7.8","0,1120","-12.8","0,1121","0.0","0,0605","-2.2","0,0519","-4.4","0,0516","-8.3","0,0417","-12.8","0,0402","    5060.8","8","    5060.8","0","","","","","      3.75","0","      8.89","0","     -1.38","0"
"USC00205816","1930","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    111.9","","     111.9","0","","","","","","","","","","","        22","0","       170","0","        93","0","       106","0","         1","0","","","","","  -30.6","0,0216, ","","","","","","","   32.2","0,0727, ","-1.1","0,1017","-4.4","0,1018","-4.4","0,1018","-7.8","0,1025","-11.7","0,1126","0.0","0,0530","-2.8","0,0518","-5.0","0,0424","-8.3","0,0423","-10.0","0,0401","    5126.2","2","    5126.2","0","","","","","      5.31","0","     10.25","0","      0.37","0"
"USC00205816","1931","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    209.9","","     209.9","0","","","","","","","","","","","         4","0","       154","0","        64","0","        93","0","         9","0","","","","","  -21.1","0,0210, ","","","","","","","   37.2","0,0630, ","0.0","0,1018","-3.3","0,1106","-5.0","0,1125","-8.3","0,1126","-14.4","0,1205","-0.6","0,0524","-2.2","0,0503","-5.6","0,0430","-6.7","0,0406","-8.9","0,0331","    4528.7","7","    4528.7","0","","","","","      7.26","0","     11.98","0","      2.54","0"
"USC00205816","1932","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    112.0","","     112.0","0","","","","","","","","","","","        11","0","       179","0","        84","0","        94","0","         0","0","","","","","  -24.4","0,1209, ","","","","","","","   30.6","0,0617,+","0.0","0,1010","-2.8","0,1013","-4.4","0,1101","-7.8","0,1113","-9.4","0,1116","0.0","0,0528","-4.4","0,0502","-4.4","0,0502","-7.8","0,0412","-10.0","0,0403","    4214.3","3","    4214.3","0","","","","","      5.75","0","     10.71","0","      0.80","0"
"USC00205816","1934","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    108.7","","     108.7","0","","","","","","","","","","","        34","0","       172","0","        94","0","        93","0","         2","0","","","","","  -32.8","0,0209, ","","","","","","","   34.4","0,0604, ","-0.6","0,0930","-7.2","0,1019","-7.2","0,1019","-7.2","0,1019","-8.9","0,1205","-1.7","0,0525","-5.6","0,0512","-5.6","0,0512","-8.3","0,0427","-8.9","0,0331","    5182.3","3","    5182.3","0","","","","","      4.55","0","      9.75","0","     -0.65","0"
"USC00205816","1935","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    151.5","","     151.5","0","","","","","","","","","","","        18","0","       186","0","        91","0","        82","0","         4","0","","","","","  -28.9","0,0123, ","","","","","","","   33.3","0,0710, ","-0.6","0,0927","-3.3","0,1005","-5.0","0,1006","-7.8","0,1112","-11.1","0,1116","-0.6","0,0523","-2.2","0,0506","-5.0","0,0417","-6.7","0,0416","-11.7","0,0329","    4794.2","2","    4794.2","0","","","","","      5.06","0","     10.07","0","      0.05","0"
"USC00205816","1936","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    174.8","","     174.8","0","","","","","","","","","","","        34","0","       186","0","        92","0","       104","0","         9","0","","","","","  -30.6","0,0205, ","","","","","","","   39.4","0,0713, ","-7.8","0,0925","-7.8","0,0925","-7.8","0,0925","-7.8","0,0925","-10.0","0,1027","-3.3","0,0603","-3.3","0,0603","-6.7","0,0514","-6.7","0,0514","-12.2","0,0423","    4945.6","6","    4945.6","0","","","","","      4.55","0","     10.10","0","     -1.00","0"
"USC00205816","1937","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    225.2","","     225.2","0","","","","","","","","","","","        15","0","       183","0","        94","0","       102","0","         6","0","","","","","  -21.7","0,0309, ","","","","","","","   33.9","0,0817,+","-0.6","0,0920","-2.2","0,0927","-6.1","0,1013","-6.7","0,1118","-8.9","0,1119","-2.8","0,0515","-2.8","0,0515","-4.4","0,0416","-6.7","0,0413","-9.4","0,0330","    4679.3","3","    4679.3","0","","","","","      5.44","0","     10.83","0","      0.04","0"
"USC00205816","1938","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    135.5","","     135.5","0","","","","","","","","","","","        15","0","       154","0","        91","0","        88","0","         0","0","","","","","  -27.8","0,0201, ","","","","","","","   31.1","0,0730, ","0.0","0,1006","-2.2","0,1109","-6.7","0,1114","-6.7","0,1114","-8.9","0,1122","-0.6","0,0513","-5.0","0,0421","-5.0","0,0421","-11.7","0,0406","-11.7","0,0406","    4757.1","1","    4757.1","0","","","","","      6.00","0","     10.81","0","      1.20","0"
"USC00205816","1939","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    152.6","","     152.6","0","","","","","","","","","","","        24","0","       183","0","        86","0","        97","0","         1","0","","","","","  -24.4","0,0126, ","","","","","","","   32.2","0,0706, ","0.0","0,0926","-3.9","0,1017","-5.0","0,1024","-6.7","0,1110","-11.1","0,1211","-0.6","0,0518","-3.9","0,0512","-7.8","0,0413","-7.8","0,0413","-11.1","0,0412","    4615.3","3","    4615.3","0","","","","","      5.30","0","     10.11","0","      0.49","0"
"USC00205816","1940","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    111.7","","     111.7","0","","","","","","","","","","","        10","0","       181","0","       106","0","        64","0","         0","0","","","","","  -26.1","0,0117, ","","","","","","","   31.7","0,0722, ","-2.2","0,1015","-2.2","0,1015","-5.6","0,1106","-7.2","0,1107","-9.4","0,1112","-0.6","0,0511","-2.2","0,0504","-4.4","0,0417","-10.0","0,0414","-10.0","0,0414","    4895.5","5","    4895.5","0","","","","","      4.55","0","      8.74","0","      0.36","0"
"USC00205816","1941","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    159.5","","     159.5","0","","","","","","","","","","","         7","0","       168","0","        92","0","        89","0","         7","0","","","","","  -20.6","0,0124, ","","","","","","","   35.0","0,0726, ","0.0","0,0929","-3.9","0,1027","-7.2","0,1123","-7.2","0,1123","-11.7","0,1124","-1.1","0,0524","-6.7","0,0422","-6.7","0,0422","-6.7","0,0422","-9.4","0,0330","    4656.4","4","    4656.4","0","","","","","      6.10","0","     10.97","0","      1.24","0"
"USC00205816","1942","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    115.5","","     115.5","0","","","","","","","","","","","        15","0","       186","0","        90","0","       100","0","         1","0","","","","","  -28.3","0,0108, ","","","","","","","   32.2","0,0718, ","-0.6","0,0922","-2.8","0,0925","-7.2","0,1026","-7.2","0,1026","-10.0","0,1113","-0.6","0,0525","-2.8","0,0510","-4.4","0,0412","-8.9","0,0324","-8.9","0,0324","    4529.7","7","    4529.7","0","","","","","      5.62","0","     10.84","0","      0.40","0"
"USC00205816","1943","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    116.1","","     116.1","0","","","","","","","","","","","        29","0","       190","0","        92","0","        90","0","         1","0","","","","","  -28.3","0,0303,+","","","","","","","   32.2","0,0712, ","-0.6","0,0921","-2.8","0,1010","-4.4","0,1110","-6.7","0,1114","-10.0","0,1116","-6.1","0,0513","-6.1","0,0513","-6.1","0,0513","-10.6","0,0415","-10.6","0,0415","    5091.8","8","    5091.8","0","","","","","      4.27","0","      9.43","0","     -0.89","0"
"USC00205816","1944","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    121.8","","     121.8","0","","","","","","","","","","","        14","0","       176","0","        90","0","        95","0","         0","0","","","","","  -21.7","0,0218, ","","","","","","","   31.7","0,0811,+","0.0","0,0923","-4.4","0,1015","-4.4","0,1015","-9.4","0,1106","-9.4","0,1106","-0.6","0,0519","-2.8","0,0418","-6.1","0,0415","-7.8","0,0414","-12.2","0,0404","    4776.4","4","    4776.4","0","","","","","      5.59","0","     10.51","0","      0.67","0"
"USC00205816","1945","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     87.8","","      87.8","0","","","","","","","","","","","        24","0","       188","0","        86","0","        78","0","         0","0","","","","","  -27.8","0,0113, ","","","","","","","   31.7","0,0724,+","0.0","0,0913","-2.8","0,1003","-6.7","0,1103","-6.7","0,1103","-9.4","0,1110","0.0","0,0604","-2.8","0,0514","-7.2","0,0422","-7.2","0,0422","-8.9","0,0311","    4577.7","7","    4577.7","0","","","","","      4.57","0","     10.04","0","     -0.89","0"
"USC00205816","1946","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     77.9","","      77.9","0","","","","","","","","","","","        16","0","       164","0","        81","0","        88","0","         0","0","","","","","  -23.3","0,0127, ","","","","","","","   31.1","0,0807, ","-1.7","0,0912","-2.2","0,1001","-5.0","0,1019","-6.7","0,1020","-10.0","0,1122","0.0","0,0614","-2.2","0,0513","-4.4","0,0428","-8.3","0,0410","-15.6","0,0311","    4757.8","8","    4757.8","0","","","","","      5.46","0","     10.86","0","      0.07","0"
"USC00205816","1947","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    164.0","","     164.0","0","","","","","","","","","","","        12","0","       186","0","       102","0","        90","0","         3","0","","","","","  -24.4","0,0206, ","","","","","","","   35.0","0,0823, ","-0.6","0,0922","-3.3","0,0924","-5.0","0,0925","-6.7","0,1110","-8.9","0,1113","0.0","0,0530","-2.8","0,0524","-4.4","0,0509","-8.9","0,0419","-8.9","0,0419","    4859.7","7","    4859.7","0","","","","","      4.86","0","      9.86","0","     -0.14","0"
"USC00205816","1948","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    114.0","","     114.0","0","","","","","","","","","","","        36","0","       168","0","        86","0","        87","0","         3","0","         3"," ","         3"," ","  -27.2","0,0130, ","","","","","","","   32.8","0,0705,+","-1.7","0,1003","-3.9","0,1017","-6.7","0,1018","-6.7","0,1018","-8.9","0,1207","0.0","0,0529","-2.8","0,0510","-7.8","0,0417","-7.8","0,0417","-11.7","0,0330","    4770.9","9","    4770.9","0","","","","","      5.08","0","     10.64","0","     -0.47","0"
"USC00205816","1949","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","    145.1","","     145.1","0","       147","0","        76","0","         7","0","      124","","        35","0","        11","0","       180","0","        82","0","        99","0","         3","0","        26"," ","        16"," ","  -21.1","0,0130, ","   432"," ,0,1208,+","   274"," ,0,0128, ","  45.7"," ,0,0625, ","   35.0","0,0808, ","0.0","0,0924","-3.9","0,1024","-5.0","0,1031","-7.2","0,1120","-9.4","0,1121","-2.2","0,0608","-2.2","0,0608","-5.0","0,0424","-13.3","0,0320","-13.3","0,0320","    4418.4","4","    4418.4","0","    864.1"," ,0","     2629"," ,0","      5.83","0","     11.32","0","      0.34","0"
"USC00205816","1950","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     50.6","","      50.6","0","       182","0","        84","0","         4","0","      153","","        51","0","        32","0","       190","0","       102","0","        71","0","         0","0","        60"," ","        14"," ","  -28.3","0,0220, ","   584"," ,0,0303,+","   244"," ,0,0214, ","  36.3"," ,0,0327, ","   30.6","0,0728, ","0.0","0,0916","-2.8","0,0924","-6.7","0,1104","-6.7","0,1104","-11.1","0,1112","-1.7","0,0516","-3.9","0,0508","-5.0","0,0429","-6.7","0,0415","-12.8","0,0413","    4957.7","7","    4957.7","0","    818.7"," ,0","     3400"," ,0","      3.66","0","      9.08","0","     -1.78","0"
"USC00205816","1951","46.35155","-85.51629","241.4","NEWBERRY LUCE CO ROAD COMMISSION, MI US","     37.5","","      37.5","0","       161","0","        88","0","         6","0","","","        40","0","        22","0","       183","0","        87","0","        80","0","         0","0","        15"," ","         6"," ","  -27.8","0,0130, ","","","   178"," ,0,1117, ","  38.1"," ,0,0620, ","   31.1","0,0726, ","0.0","0,0925","-2.2","0,0929","-7.2","0,1101","-7.2","0,1101","-11.7","0,1102","-1.1","0,0605","-2.2","0,0513","-5.0","0,0420","-15.6","0,0326","-15.6","0,0326","    4942.8","8","    4942.8","0","    904.5"," ,0","     2775"," ,0","      4.51","0","      9.64","0","     -0.62","0"
