"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00138170","1970","57.64","16.57","25.0","TOVEHULT, SW","     13.4","","      13.4","E","       141","E","        62","E","         3","E","        21","E","       148","E","        59","E","        45","E","         1","E","  -26.6","E,0212, ","  55.5"," ,E,0804, ","   32.6","E,0620, ","-0.8","E,0928","-5.2","E,1024","-5.2","E,1024","-6.7","E,1107","-9.6","E,1223","-2.0","E,0502","-7.4","E,0415","-7.4","E,0415","-7.4","E,0415","-9.1","E,0316","    4786.9","9","    4786.9","E","    655.9"," ,E","      5.20","E","      9.30","E","      1.11","E"
"SWE00138170","1971","57.64","16.57","25.0","TOVEHULT, SW","     23.0","","      23.0","E","       110","E","        47","E","         1","E","         1","E","       141","E","        29","E","        46","E","         0","E","  -21.4","E,0106, ","  36.0"," ,E,1228, ","   28.3","E,0707, ","-0.5","E,1006","-3.4","E,1014","-4.7","E,1016","-7.5","E,1113","-12.2","E,1120","-1.3","E,0506","-2.9","E,0501","-4.9","E,0427","-8.0","E,0324","-13.8","E,0312","    4304.5","5","    4304.5","E","    478.4"," ,E","      6.75","E","     10.87","E","      2.63","E"
"SWE00138170","1972","57.64","16.57","25.0","TOVEHULT, SW","     47.8","","      47.8","E","       107","E","        47","E","         0","E","         1","E","       122","E","        30","E","        49","E","         0","E","  -18.8","E,0114, ","  25.0"," ,E,0818, ","   29.0","E,0718, ","-0.2","E,1001","-2.3","E,1022","-4.7","E,1023","-9.4","E,1120","-9.4","E,1120","-3.4","E,0429","-3.4","E,0429","-6.8","E,0402","-6.8","E,0402","-8.9","E,0314","    4236.6","6","    4236.6","E","    422.5"," ,E","      7.12","E","     10.83","E","      3.41","E"
"SWE00138170","1973","57.64","16.57","25.0","TOVEHULT, SW","     53.5","","      53.5","E","       113","E","        57","E","         0","E","         0","E","       134","E","        16","E","        66","E","         0","E","  -17.7","E,1209, ","  25.0"," ,E,0921, ","   29.7","E,0628, ","-1.8","E,1011","-5.1","E,1012","-5.1","E,1012","-6.7","E,1101","-11.2","E,1127","-0.2","E,0501","-2.7","E,0425","-6.0","E,0315","-8.4","E,0228","-10.2","E,0227","    3840.5","5","    3840.5","E","    526.6"," ,E","      7.01","E","     11.22","E","      2.80","E"
"SWE00138170","1974","57.64","16.57","25.0","TOVEHULT, SW","      3.2","","       3.2","E","       120","E","        61","E","         3","E","         0","E","       106","E","         6","E","        39","E","         0","E","  -11.1","E,1231, ","  54.7"," ,E,1031, ","   25.7","E,0723, ","-1.4","E,1012","-2.8","E,1020","-4.4","E,1201","-11.1","E,1231","-11.1","E,1231","-1.0","E,0513","-2.7","E,0428","-4.5","E,0412","-7.1","E,0220","","","    4281.1","1","    4281.1","E","    668.0"," ,E","      7.27","E","     11.03","E","      3.51","E"
"SWE00138170","1975","57.64","16.57","25.0","TOVEHULT, SW","     73.1","","      73.1","E","        83","E","        48","E","         1","E","         0","E","       128","E","         8","E","        69","E","         3","E","  -13.9","E,0215, ","  30.0"," ,E,1003, ","   33.5","E,0807, ","-1.8","E,1011","-3.5","E,1109","-5.6","E,1121","-6.9","E,1122","-9.6","E,1123","-0.3","E,0606","-2.9","E,0419","-5.5","E,0415","-7.3","E,0323","-10.1","E,0216","    4028.3","3","    4028.3","E","    404.7"," ,E","      7.97","E","     12.20","E","      3.75","E"
"SWE00138170","1976","57.64","16.57","25.0","TOVEHULT, SW","     34.0","","      34.0","E","       137","E","        71","E","         1","E","         4","E","       135","E","        57","E","        57","E","         0","E","  -23.8","E,1227, ","  46.2"," ,E,1203, ","   30.4","E,0626, ","0.0","E,1002","-5.6","E,1102","-5.6","E,1102","-8.4","E,1125","-17.8","E,1220","-2.4","E,0502","-2.4","E,0502","-5.8","E,0409","-8.5","E,0325","-11.5","E,0324","    4204.3","3","    4204.3","E","    559.5"," ,E","      6.00","E","     10.09","E","      1.91","E"
"SWE00138170","1977","57.64","16.57","25.0","TOVEHULT, SW","     11.0","","      11.0","E","       167","E","        77","E","         0","E","         0","E","       137","E","        32","E","        39","E","         0","E","  -16.4","E,0218, ","  19.8"," ,E,0327, ","   29.2","E,0611, ","-0.6","E,0928","-4.1","E,1118","-5.4","E,1119","","","","","-1.4","E,0429","-3.8","E,0415","-5.7","E,0412","-7.0","E,0409","-9.9","E,0401","    4411.3","3","    4411.3","E","    600.2"," ,E","      6.47","E","     10.30","E","      2.65","E"
"SWE00138170","1978","57.64","16.57","25.0","TOVEHULT, SW","     29.1","","      29.1","E","       159","E","        88","E","         0","E","         6","E","       138","E","        51","E","        48","E","         0","E","  -27.2","E,0218, ","  24.5"," ,E,0905, ","   28.7","E,0802,+","-1.5","E,1002","-3.8","E,1125","-6.4","E,1205","-8.0","E,1207","-16.1","E,1217","-0.2","E,0515","-2.8","E,0504","-5.5","E,0429","-6.7","E,0406","-20.1","E,0323","    4359.1","1","    4359.1","E","    642.1"," ,E","      6.20","E","     10.20","E","      2.20","E"
"SWE00138170","1979","57.64","16.57","25.0","TOVEHULT, SW","      7.9","","       7.9","E","       152","E","        64","E","         3","E","        11","E","       142","E","        56","E","        45","E","         0","E","  -26.5","E,0128, ","  30.6"," ,E,0827, ","   29.2","E,0602, ","0.0","E,1002","-2.8","E,1007","-4.4","E,1026","-8.5","E,1209","-11.0","E,1212","-0.9","E,0512","-2.2","E,0502","-5.6","E,0416","-7.4","E,0409","-14.5","E,0321","    4536.7","7","    4536.7","E","    660.2"," ,E","      5.84","E","      9.92","E","      1.76","E"
"SWE00138170","1980","57.64","16.57","25.0","TOVEHULT, SW","     21.1","","      21.1","E","       152","E","        61","E","         1","E","         8","E","       159","E","        51","E","        42","E","         0","E","  -26.4","E,0205, ","  52.4"," ,E,0715, ","   25.6","E,0604, ","-0.4","E,1021","-4.0","E,1022","-5.6","E,1027","-8.2","E,1101","-9.8","E,1127","-0.2","E,0522","-2.6","E,0422","-4.8","E,0405","-14.5","E,0326","-14.5","E,0326","    4642.3","3","    4642.3","E","    566.8"," ,E","      5.84","E","      9.83","E","      1.86","E"
"SWE00138170","1981","57.64","16.57","25.0","TOVEHULT, SW","     13.9","","      13.9","E","       156","E","        66","E","         1","E","         5","E","       154","E","        46","E","        44","E","         0","E","  -23.8","E,0121, ","  28.6"," ,E,0625, ","   27.2","E,0806, ","0.0","E,1012","-3.0","E,1019","-5.9","E,1110","-9.0","E,1127","-9.0","E,1127","-1.9","E,0504","-3.9","E,0427","-6.2","E,0424","-8.1","E,0328","-15.7","E,0318","    4289.5","5","    4289.5","E","    576.3"," ,E","      6.08","E","     10.16","E","      2.00","E"
"SWE00138170","1982","57.64","16.57","25.0","TOVEHULT, SW","     56.1","","      56.1","E","       140","E","        56","E","         0","E","         7","E","       127","E","        37","E","        58","E","         0","E","  -21.4","E,0105, ","  16.5"," ,E,0614, ","   31.4","E,0808, ","-0.1","E,1030","-4.0","E,1105","-7.7","E,1106","-7.7","E,1106","-9.0","E,1208","-0.9","E,0430","-2.3","E,0422","-8.6","E,0309","-8.6","E,0309","-10.6","E,0308","    4574.3","3","    4574.3","E","    410.2"," ,E","      6.90","E","     11.19","E","      2.61","E"
"SWE00138170","1983","57.64","16.57","25.0","TOVEHULT, SW","     68.5","","      68.5","E","       137","E","        54","E","         1","E","         0","E","       118","E","        26","E","        69","E","         1","E","  -15.3","E,1212, ","  30.5"," ,E,0605, ","   32.4","E,0711, ","-0.8","E,1002","-3.6","E,1025","-5.8","E,1113","-7.5","E,1122","-10.6","E,1201","-0.4","E,0503","-4.1","E,0415","-5.1","E,0327","-8.4","E,0312","-12.1","E,0226","    3860.3","3","    3860.3","E","    450.5"," ,E","      7.64","E","     11.79","E","      3.50","E"
"SWE00138170","1984","57.64","16.57","25.0","TOVEHULT, SW","     14.6","","      14.6","E","       180","E","        83","E","         1","E","         0","E","       112","E","        23","E","        44","E","         0","E","  -14.4","E,0219, ","  25.7"," ,E,0601, ","   28.0","E,0710, ","-2.0","E,1113","-3.1","E,1127","-5.8","E,1231","","","","","-1.1","E,0513","-2.3","E,0419","-5.7","E,0325","-13.5","E,0324","-13.5","E,0324","    4132.1","1","    4132.1","E","    666.0"," ,E","      7.35","E","     10.93","E","      3.78","E"
"SWE00138170","1985","57.64","16.57","25.0","TOVEHULT, SW","      8.4","","       8.4","E","       174","E","        85","E","         3","E","        15","E","       164","E","        74","E","        47","E","         0","E","  -24.9","E,0211, ","  43.0"," ,E,0723, ","   27.2","E,0604, ","-0.8","E,1024","-3.5","E,1025","-5.3","E,1110","-6.8","E,1129","-9.0","E,1201","-0.3","E,0505","-3.2","E,0427","-5.4","E,0413","-9.3","E,0412","-9.3","E,0412","    4568.5","5","    4568.5","E","    835.4"," ,E","      4.77","E","      8.77","E","      0.77","E"
"SWE00138170","1986","57.64","16.57","25.0","TOVEHULT, SW","     30.1","","      30.1","E","       147","E","        59","E","         2","E","         9","E","       130","E","        56","E","        44","E","         0","E","  -25.2","E,0223, ","  28.7"," ,E,0706, ","   31.8","E,0702, ","-1.6","E,0927","-3.0","E,1113","-5.4","E,1207","-7.1","E,1220","-13.8","E,1225","-0.9","E,0422","-4.4","E,0413","-4.4","E,0413","-7.7","E,0412","-17.5","E,0302","    4636.1","1","    4636.1","E","    519.1"," ,E","      6.05","E","     10.24","E","      1.86","E"
"SWE00138170","1987","57.64","16.57","25.0","TOVEHULT, SW","      9.9","","       9.9","E","       137","E","        69","E","         2","E","        13","E","       136","E","        61","E","        23","E","         0","E","  -25.7","E,0110, ","  32.1"," ,E,0713, ","   27.5","E,0706, ","0.0","E,1004","-5.1","E,1109","-5.1","E,1109","-8.2","E,1110","-9.8","E,1216","0.0","E,0509","-3.2","E,0427","-4.7","E,0410","-8.5","E,0322","-11.7","E,0316","    4771.0","0","    4771.0","E","    638.8"," ,E","      5.06","E","      8.95","E","      1.16","E"
